24 cycles	 0.000024 seconds
82 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
82 cycles	 0.000082 seconds
83 cycles	 0.000084 seconds
89 cycles	 0.000090 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000083 seconds
81 cycles	 0.000083 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
83 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
82 cycles	 0.000082 seconds
82 cycles	 0.000082 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
82 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
84 cycles	 0.000084 seconds
82 cycles	 0.000082 seconds
81 cycles	 0.000082 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000082 seconds
82 cycles	 0.000082 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
81 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
83 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
81 cycles	 0.000083 seconds
81 cycles	 0.000083 seconds
82 cycles	 0.000082 seconds
83 cycles	 0.000082 seconds
82 cycles	 0.000082 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
81 cycles	 0.000083 seconds
91 cycles	 0.000092 seconds
83 cycles	 0.000084 seconds
82 cycles	 0.000084 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000082 seconds
82 cycles	 0.000083 seconds
81 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000084 seconds
81 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
83 cycles	 0.000084 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
83 cycles	 0.000083 seconds
83 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
83 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000084 seconds
83 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000084 seconds
82 cycles	 0.000083 seconds
84 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
84 cycles	 0.000083 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000083 seconds
83 cycles	 0.000083 seconds
83 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
83 cycles	 0.000084 seconds
82 cycles	 0.000084 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
82 cycles	 0.000083 seconds
83 cycles	 0.000083 seconds
83 cycles	 0.000084 seconds
84 cycles	 0.000083 seconds
83 cycles	 0.000083 seconds
82 cycles	 0.000084 seconds
82 cycles	 0.000084 seconds
82 cycles	 0.000084 seconds
82 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
82 cycles	 0.000084 seconds
82 cycles	 0.000084 seconds
83 cycles	 0.000083 seconds
83 cycles	 0.000083 seconds
82 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
82 cycles	 0.000083 seconds
83 cycles	 0.000083 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
85 cycles	 0.000086 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
82 cycles	 0.000084 seconds
83 cycles	 0.000083 seconds
84 cycles	 0.000084 seconds
85 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000085 seconds
84 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000085 seconds
83 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
84 cycles	 0.000085 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000084 seconds
83 cycles	 0.000085 seconds
83 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
83 cycles	 0.000085 seconds
83 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
86 cycles	 0.000087 seconds
84 cycles	 0.000085 seconds
83 cycles	 0.000085 seconds
83 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
83 cycles	 0.000084 seconds
84 cycles	 0.000085 seconds
83 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
83 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
84 cycles	 0.000084 seconds
83 cycles	 0.000087 seconds
83 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000084 seconds
84 cycles	 0.000085 seconds
83 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000084 seconds
84 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
84 cycles	 0.000084 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
83 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000086 seconds
84 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
86 cycles	 0.000087 seconds
85 cycles	 0.000086 seconds
84 cycles	 0.000086 seconds
84 cycles	 0.000086 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
83 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000084 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
86 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000085 seconds
84 cycles	 0.000085 seconds
84 cycles	 0.000086 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
85 cycles	 0.000086 seconds
84 cycles	 0.000085 seconds
85 cycles	 0.000086 seconds
86 cycles	 0.000088 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
84 cycles	 0.000086 seconds
84 cycles	 0.000086 seconds
84 cycles	 0.000085 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000088 seconds
85 cycles	 0.000086 seconds
84 cycles	 0.000085 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
84 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
84 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
84 cycles	 0.000086 seconds
85 cycles	 0.000085 seconds
85 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
84 cycles	 0.000085 seconds
87 cycles	 0.000087 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000085 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
84 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
86 cycles	 0.000087 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
87 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000087 seconds
86 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000087 seconds
85 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
85 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
85 cycles	 0.000087 seconds
85 cycles	 0.000087 seconds
85 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
85 cycles	 0.000087 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000086 seconds
85 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
85 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
85 cycles	 0.000087 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
88 cycles	 0.000089 seconds
86 cycles	 0.000087 seconds
85 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
85 cycles	 0.000087 seconds
86 cycles	 0.000088 seconds
87 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000086 seconds
86 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
92 cycles	 0.000098 seconds
87 cycles	 0.000089 seconds
87 cycles	 0.000088 seconds
86 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
88 cycles	 0.000087 seconds
86 cycles	 0.000088 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000088 seconds
87 cycles	 0.000087 seconds
88 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000089 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
87 cycles	 0.000088 seconds
95 cycles	 0.000101 seconds
87 cycles	 0.000088 seconds
89 cycles	 0.000089 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
88 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
88 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
87 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
86 cycles	 0.000087 seconds
87 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
87 cycles	 0.000088 seconds
90 cycles	 0.000090 seconds
88 cycles	 0.000088 seconds
89 cycles	 0.000089 seconds
88 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
86 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
89 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
87 cycles	 0.000089 seconds
87 cycles	 0.000087 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000089 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000089 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
86 cycles	 0.000087 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
90 cycles	 0.000092 seconds
90 cycles	 0.000091 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
89 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
87 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
87 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000088 seconds
89 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
87 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
87 cycles	 0.000089 seconds
87 cycles	 0.000089 seconds
87 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
89 cycles	 0.000090 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000090 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
87 cycles	 0.000089 seconds
89 cycles	 0.000088 seconds
88 cycles	 0.000088 seconds
87 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
90 cycles	 0.000091 seconds
87 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000088 seconds
88 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000090 seconds
88 cycles	 0.000089 seconds
90 cycles	 0.000090 seconds
88 cycles	 0.000089 seconds
89 cycles	 0.000091 seconds
89 cycles	 0.000090 seconds
88 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
90 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
89 cycles	 0.000090 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000090 seconds
97 cycles	 0.000107 seconds
88 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
88 cycles	 0.000089 seconds
90 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
88 cycles	 0.000089 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
88 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
88 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000090 seconds
89 cycles	 0.000089 seconds
90 cycles	 0.000090 seconds
88 cycles	 0.000090 seconds
89 cycles	 0.000089 seconds
90 cycles	 0.000089 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
89 cycles	 0.000091 seconds
89 cycles	 0.000091 seconds
90 cycles	 0.000093 seconds
91 cycles	 0.000092 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000091 seconds
89 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
89 cycles	 0.000091 seconds
90 cycles	 0.000092 seconds
92 cycles	 0.000092 seconds
92 cycles	 0.000091 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
88 cycles	 0.000089 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000089 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
91 cycles	 0.000091 seconds
91 cycles	 0.000090 seconds
89 cycles	 0.000089 seconds
89 cycles	 0.000091 seconds
89 cycles	 0.000090 seconds
88 cycles	 0.000089 seconds
91 cycles	 0.000091 seconds
89 cycles	 0.000089 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
91 cycles	 0.000092 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
89 cycles	 0.000090 seconds
91 cycles	 0.000092 seconds
91 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
90 cycles	 0.000092 seconds
89 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
92 cycles	 0.000092 seconds
89 cycles	 0.000090 seconds
91 cycles	 0.000092 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
89 cycles	 0.000091 seconds
89 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
91 cycles	 0.000091 seconds
89 cycles	 0.000090 seconds
91 cycles	 0.000091 seconds
89 cycles	 0.000091 seconds
89 cycles	 0.000091 seconds
89 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
91 cycles	 0.000091 seconds
89 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
91 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000090 seconds
91 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
91 cycles	 0.000092 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000091 seconds
90 cycles	 0.000097 seconds
90 cycles	 0.000092 seconds
90 cycles	 0.000093 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000090 seconds
91 cycles	 0.000092 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
89 cycles	 0.000091 seconds
90 cycles	 0.000090 seconds
91 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000090 seconds
89 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
91 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
91 cycles	 0.000091 seconds
89 cycles	 0.000091 seconds
90 cycles	 0.000090 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
91 cycles	 0.000092 seconds
90 cycles	 0.000092 seconds
90 cycles	 0.000092 seconds
91 cycles	 0.000092 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
91 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
92 cycles	 0.000091 seconds
91 cycles	 0.000091 seconds
90 cycles	 0.000092 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000092 seconds
90 cycles	 0.000091 seconds
91 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
90 cycles	 0.000091 seconds
91 cycles	 0.000092 seconds
91 cycles	 0.000092 seconds
